Root.organism.name,text
TOXOPLASMA,"Toxoplasma gondii is an obligate, intracellular, parasitic protozoan that causes the disease toxoplasmosis.[1] Found worldwide, T. gondii is capable of infecting virtually all warm-blooded animals,[2] although felids such as domestic cats are the only known definitive hosts in which the parasite can undergo sexual reproduction.[3]
In humans, T. gondii is one of the most common parasites;[4] serological studies estimate that 30-50% of the global population has been exposed to and may be chronically infected with T. gondii, although infection rates differ significantly from country to country.[5][6] For example, previous estimates have shown the highest prevalence of persons infected with T. gondii to be in France, at 84%.[7] Although mild, flu-like symptoms occasionally occur during the first few weeks following exposure, infection with T. gondii produces no readily observable symptoms in healthy human adults.[5][8][9] This asymptomatic state of infection is referred to as a latent infection and has recently been associated with numerous subtle adverse or pathological behavioral alterations in humans.[5][10] In infants, HIV/AIDS patients, and others with weakened immunity, infection can cause serious and occasionally fatal illness (toxoplasmosis).[8][9]
T. gondii has been shown to alter the behavior of infected rodents in ways thought to increase the rodents' chances of being preyed upon by cats.[7][11][12] Support for this ""Manipulation Hypothesis"" stems from studies showing T. gondii infected rats have a decreased aversion to cat urine and increased reaction time.[7] Because cats are the only hosts within which T. gondii can sexually reproduce to complete and begin its lifecycle, such behavioral manipulations are thought to be evolutionary adaptations to increase the parasite's reproductive success.[7] The primary mechanisms of T. gondii-induced behavioral changes in rodents is now known to occur through epigenetic remodeling in neurons which govern the associated behaviors;[13][14] for example, it modifies epigenetic methylation to cause hypomethylation of arginine vasopressin-related genes in the medial amygdala to greatly decrease predator aversion.[13][14] Widespread histone-lysine acetylation in cortical astrocytes appears to be another epigenetic mechanism employed by T. gondii.[15][16] Differences in aversion to cat urine are observed between non-infected and infected humans and sex differences within these groups were apparent as well.[17]
A number of studies have suggested subtle behavioral or personality changes may occur in infected humans,[18] and infection with the parasite has recently been associated with a number of neurological disorders, particularly schizophrenia.[12] A 2015 study also found cognitive deficits in adults to be associated with joint infection by both toxoplasma gondii and helicobacter pylori in a regression model with controls for race-ethnicity and educational attainment.[19] However, although a causal relationship between latent toxoplasmosis with these neurological phenomena has not yet been established,[5][12] preliminary evidence suggests that T. gondii infection can induce some of the same alterations in the human brain as those observed in mice.[20][21]"
TREMATODES,"Trematoda is a class within the phylum Platyhelminthes. It includes two groups of parasitic flatworms, known as flukes.
They are internal parasites of molluscs and vertebrates. Most trematodes have a complex life cycle with at least two hosts. The primary host, where the flukes sexually reproduce, is a vertebrate. The intermediate host, in which asexual reproduction occurs, is usually a snail."
TREPONEMA,"Treponema is a genus of spiral-shaped bacteria. The major treponeme species of human pathogens is Treponema pallidum, whose subspecies are responsible for diseases such as syphilis, bejel, and yaws. Treponema carateum is the cause of pinta.[1] Treponema paraluiscuniculi is associated with syphilis in rabbits."
TRICHINELLA,"Trichinella is the genus of parasitic roundworms of the phylum Nematoda that cause trichinosis (also known as trichinellosis). Members of this genus are often called trichinella or trichina worms. A characteristic of Nematoda is the one-way digestive tract, with a pseudocoelom (body cavity made up of only an ectoderm and endoderm).
The genus was first recognised in a larval form in 1835. The L1 larvae live in a modified skeletal muscle cell. The adult worms occupy a membrane-bound portion of columnar epithelium, living as intramulticellular parasites. Infections with this genus have been reported from more than 150 different naturally or experimentally infected hosts. It has been shown to have a worldwide distribution in domestic and/or sylvatic animals.
Trichinella is known as the smallest human nematode parasite, yet it is also the largest of all intracellular parasites.
Oral ingestion of larvae-contaminated tissue is the usual route of infection, but congenital and mammary transmission can occur in rats.[1]"
TRICHODERMA,"Trichoderma is a genus of fungi that is present in all soils, where they are the most prevalent culturable fungi. Many species in this genus can be characterized as opportunistic avirulent plant symbionts.[1] This refers to the ability of several Trichoderma species to form mutualistic endophytic relationships with several plant species.[2] The genomes of several Trichoderma species have been sequenced and are publicly available from the JGI.[3]"
TRICHOMONAS,"Trichomonas is a genus of anaerobic protists that are parasites of vertebrates. They are included with the Parabasalids,
Species of Trichomonas include:
Trichomonas vaginalis, an organism generally living inside the human urinogenital tract.
Trichomonas gallinae, which infects birds, causing canker in pigeons and doves, and frounce in raptors. Frounce-like lesions found in the fossil jaws of tyrannosaurid dinosaurs such as Tyrannosaurus rex were probably caused by a parasite similar to Trichomonas gallinae.[1]
Trichomonas tenax, an organism found in the oral cavity of humans, cats, and dogs
Trichomonas termopsidis, found in termite guts[2]"
TRICHOPHYTON,"Trichophyton is a genus of fungi, which includes the parasitic varieties that cause tinea, including athlete's foot, ringworm, jock itch, and similar infections of the nail, beard, skin and scalp. Trichophyton fungi are molds characterized by the development of both smooth-walled macro- and microconidia. Macroconidia are mostly borne laterally directly on the hyphae or on short pedicels, and are thin- or thick-walled, clavate to fusiform, and range from 4 to 8 by 8 to 50 micrometres in size. Macroconidia are few or absent in many species. Microconidia are spherical, pyriform to clavate or of irregular shape, and range from 2 to 3 by 2 to 4 micrometres in size."
TRICHOSPORON,"Trichosporon is a genus of anamorphic fungi in the family Trichosporonaceae. All species of Trichosporon are yeasts with no known teleomorphs (sexual states). Most are typically isolated from soil, but several species occur as a natural part of the skin microbiota of humans and other animals. Proliferation of Trichosporon yeasts in the hair can lead to an unpleasant but non-serious condition known as white piedra. Trichosporon species can also cause severe opportunistic infections (trichosporonosis) in immunocompromised individuals."
TRICHOSTRONGYLUS,"Trichostrongylus species are nematodes (round worms), which are ubiquitous among herbivores worldwide, including cattle, sheep, donkeys, goats, deer, and rabbits.[1][2][3] At least 10 Trichostrongylus species have been associated with human infections.[1] Infections occur via ingestion of infective larvae from contaminated vegetables or water.[1][3] Epidemiological studies indicate a worldwide distribution of Trichostrongylus infections in humans, with the highest prevalence rates observed in individuals from regions with poor sanitary conditions, in rural areas, or who are farmers / herders.[4][5] Human infections are most prevalent in the Middle East and Asia,[3] with a worldwide estimated prevalence of 5.5 million people.[1]"
TRICHURIS,"Trichuris, often referred to as whipworms (which typically refers to T. trichiura only in medicine, and to any other species in veterinary medicine), is a genus of parasite worms from the roundworm family Trichuridae, which is a type of helminth. The name whipworm refers to the shape of the worm; they look like whips with wider ""handles"" at the posterior end. The name Trichocephalus is sometimes used for this genus.[1]
The genus Trichuris includes over 20 species which infect the large intestine of their host including:
Trichuris trichiura (sometimes Trichocephalus trichiuris) - causes trichuriasis in humans],
Trichuris campanula (cat whipworm),
Trichuris suis (pig whipworm),
Trichuris muris (mouse whipworm),
Trichuris vulpis (dog whipworm).
A new species - as yet unnamed - has been identified in Francois leaf monkey (Trachypithecus francoisi).[2]
Other species in this genus include Trichuris cynocephalus, Trichuris discolor, Trichuris laevitestis,Trichuris pardinasi, Trichuris navonae,Trichuris ovis, Trichuris rhinopithecus, Trichuris thrichomysi and Trichuris travassosi.
Trichurias is a soil-transmitted helminthias and belongs to the group of neglected tropical diseases, affecting about 604 million people globally.[3]"
